"","Date","Soak.Type","Seagrass","Txid","Family","JuvFish","Guild"
"315",2016-02-20,"day","H. stipulacea",5,"Scaridae",0,"Herbivore"
"316",2016-02-20,"day","S. filiforme",1,"Acanthuridae",0,"Herbivore"
"317",2016-02-20,"day","S. filiforme",1,"Carangidae",0,"Diurnal Carnivore"
"318",2016-02-20,"day","S. filiforme",1,"Gerridae",0,"Nocturnal Carnivore"
"319",2016-02-20,"day","S. filiforme",1,"Haemulidae",1,"Nocturnal Carnivore"
"320",2016-02-20,"day","S. filiforme",1,"Lutjanidae",0,"Nocturnal Carnivore"
"321",2016-02-20,"day","S. filiforme",1,"Mullidae",0,"Diurnal Carnivore"
"322",2016-02-20,"day","S. filiforme",1,"Scaridae",1,"Herbivore"
"323",2016-02-20,"day","S. filiforme",2,"Acanthuridae",0,"Herbivore"
"324",2016-02-20,"day","S. filiforme",2,"Carangidae",0,"Diurnal Carnivore"
"325",2016-02-20,"day","S. filiforme",2,"Gerridae",0,"Nocturnal Carnivore"
"326",2016-02-20,"day","S. filiforme",2,"Haemulidae",1,"Nocturnal Carnivore"
"327",2016-02-20,"day","S. filiforme",2,"Lutjanidae",1,"Nocturnal Carnivore"
"328",2016-02-20,"day","S. filiforme",2,"Mullidae",2,"Diurnal Carnivore"
"329",2016-02-20,"day","S. filiforme",2,"Scaridae",1,"Herbivore"
"330",2016-02-20,"day","S. filiforme",3,"Acanthuridae",0,"Herbivore"
"331",2016-02-20,"day","S. filiforme",3,"Carangidae",0,"Diurnal Carnivore"
"332",2016-02-20,"day","S. filiforme",3,"Gerridae",0,"Nocturnal Carnivore"
"333",2016-02-20,"day","S. filiforme",3,"Haemulidae",0,"Nocturnal Carnivore"
"334",2016-02-20,"day","S. filiforme",3,"Lutjanidae",0,"Nocturnal Carnivore"
"335",2016-02-20,"day","S. filiforme",3,"Mullidae",1,"Diurnal Carnivore"
"336",2016-02-20,"day","S. filiforme",3,"Scaridae",0,"Herbivore"
"337",2016-02-20,"day","S. filiforme",4,"Acanthuridae",1,"Herbivore"
"338",2016-02-20,"day","S. filiforme",4,"Carangidae",0,"Diurnal Carnivore"
"339",2016-02-20,"day","S. filiforme",4,"Gerridae",0,"Nocturnal Carnivore"
"340",2016-02-20,"day","S. filiforme",4,"Haemulidae",0,"Nocturnal Carnivore"
"341",2016-02-20,"day","S. filiforme",4,"Lutjanidae",1,"Nocturnal Carnivore"
"342",2016-02-20,"day","S. filiforme",4,"Mullidae",8,"Diurnal Carnivore"
"343",2016-02-20,"day","S. filiforme",4,"Scaridae",4,"Herbivore"
"344",2016-02-20,"day","S. filiforme",5,"Acanthuridae",0,"Herbivore"
"345",2016-02-20,"day","S. filiforme",5,"Carangidae",1,"Diurnal Carnivore"
"346",2016-02-20,"day","S. filiforme",5,"Gerridae",0,"Nocturnal Carnivore"
"347",2016-02-20,"day","S. filiforme",5,"Haemulidae",0,"Nocturnal Carnivore"
"348",2016-02-20,"day","S. filiforme",5,"Lutjanidae",1,"Nocturnal Carnivore"
"349",2016-02-20,"day","S. filiforme",5,"Mullidae",0,"Diurnal Carnivore"
"350",2016-02-20,"day","S. filiforme",5,"Scaridae",0,"Herbivore"
"351",2016-02-20,"night","H. stipulacea",1,"Acanthuridae",0,"Herbivore"
"352",2016-02-20,"night","H. stipulacea",1,"Carangidae",0,"Diurnal Carnivore"
"353",2016-02-20,"night","H. stipulacea",1,"Gerridae",0,"Nocturnal Carnivore"
"354",2016-02-20,"night","H. stipulacea",1,"Haemulidae",0,"Nocturnal Carnivore"
"355",2016-02-20,"night","H. stipulacea",1,"Lutjanidae",0,"Nocturnal Carnivore"
"356",2016-02-20,"night","H. stipulacea",1,"Mullidae",0,"Diurnal Carnivore"
"357",2016-02-20,"night","H. stipulacea",1,"Scaridae",0,"Herbivore"
"358",2016-02-20,"night","H. stipulacea",2,"Acanthuridae",0,"Herbivore"
"359",2016-02-20,"night","H. stipulacea",2,"Carangidae",0,"Diurnal Carnivore"
"360",2016-02-20,"night","H. stipulacea",2,"Gerridae",0,"Nocturnal Carnivore"
"361",2016-02-20,"night","H. stipulacea",2,"Haemulidae",1,"Nocturnal Carnivore"
"362",2016-02-20,"night","H. stipulacea",2,"Lutjanidae",0,"Nocturnal Carnivore"
"363",2016-02-20,"night","H. stipulacea",2,"Mullidae",0,"Diurnal Carnivore"
"364",2016-02-20,"night","H. stipulacea",2,"Scaridae",0,"Herbivore"
"365",2016-02-20,"night","H. stipulacea",3,"Acanthuridae",0,"Herbivore"
"366",2016-02-20,"night","H. stipulacea",3,"Carangidae",0,"Diurnal Carnivore"
"367",2016-02-20,"night","H. stipulacea",3,"Gerridae",0,"Nocturnal Carnivore"
"368",2016-02-20,"night","H. stipulacea",3,"Haemulidae",1,"Nocturnal Carnivore"
"369",2016-02-20,"night","H. stipulacea",3,"Lutjanidae",1,"Nocturnal Carnivore"
"370",2016-02-20,"night","H. stipulacea",3,"Mullidae",0,"Diurnal Carnivore"
"371",2016-02-20,"night","H. stipulacea",3,"Scaridae",0,"Herbivore"
"372",2016-02-20,"night","H. stipulacea",4,"Acanthuridae",0,"Herbivore"
"373",2016-02-20,"night","H. stipulacea",4,"Carangidae",0,"Diurnal Carnivore"
"374",2016-02-20,"night","H. stipulacea",4,"Gerridae",0,"Nocturnal Carnivore"
"375",2016-02-20,"night","H. stipulacea",4,"Haemulidae",6,"Nocturnal Carnivore"
"376",2016-02-20,"night","H. stipulacea",4,"Lutjanidae",0,"Nocturnal Carnivore"
"377",2016-02-20,"night","H. stipulacea",4,"Mullidae",0,"Diurnal Carnivore"
"378",2016-02-20,"night","H. stipulacea",4,"Scaridae",0,"Herbivore"
"379",2016-02-20,"night","H. stipulacea",5,"Acanthuridae",0,"Herbivore"
"380",2016-02-20,"night","H. stipulacea",5,"Carangidae",0,"Diurnal Carnivore"
"381",2016-02-20,"night","H. stipulacea",5,"Gerridae",0,"Nocturnal Carnivore"
"382",2016-02-20,"night","H. stipulacea",5,"Haemulidae",1,"Nocturnal Carnivore"
"383",2016-02-20,"night","H. stipulacea",5,"Lutjanidae",0,"Nocturnal Carnivore"
"384",2016-02-20,"night","H. stipulacea",5,"Mullidae",0,"Diurnal Carnivore"
"385",2016-02-20,"night","H. stipulacea",5,"Scaridae",0,"Herbivore"
"386",2016-02-20,"night","S. filiforme",1,"Acanthuridae",0,"Herbivore"
"387",2016-02-20,"night","S. filiforme",1,"Carangidae",0,"Diurnal Carnivore"
"388",2016-02-20,"night","S. filiforme",1,"Gerridae",0,"Nocturnal Carnivore"
"389",2016-02-20,"night","S. filiforme",1,"Haemulidae",0,"Nocturnal Carnivore"
"390",2016-02-20,"night","S. filiforme",1,"Lutjanidae",0,"Nocturnal Carnivore"
"391",2016-02-20,"night","S. filiforme",1,"Mullidae",0,"Diurnal Carnivore"
"392",2016-02-20,"night","S. filiforme",1,"Scaridae",0,"Herbivore"
"393",2016-02-20,"night","S. filiforme",2,"Acanthuridae",0,"Herbivore"
"394",2016-02-20,"night","S. filiforme",2,"Carangidae",0,"Diurnal Carnivore"
"395",2016-02-20,"night","S. filiforme",2,"Gerridae",0,"Nocturnal Carnivore"
"396",2016-02-20,"night","S. filiforme",2,"Haemulidae",1,"Nocturnal Carnivore"
"397",2016-02-20,"night","S. filiforme",2,"Lutjanidae",0,"Nocturnal Carnivore"
"398",2016-02-20,"night","S. filiforme",2,"Mullidae",0,"Diurnal Carnivore"
"399",2016-02-20,"night","S. filiforme",2,"Scaridae",0,"Herbivore"
"400",2016-02-20,"night","S. filiforme",3,"Acanthuridae",1,"Herbivore"
"401",2016-02-20,"night","S. filiforme",3,"Carangidae",0,"Diurnal Carnivore"
"402",2016-02-20,"night","S. filiforme",3,"Gerridae",0,"Nocturnal Carnivore"
"403",2016-02-20,"night","S. filiforme",3,"Haemulidae",2,"Nocturnal Carnivore"
"404",2016-02-20,"night","S. filiforme",3,"Lutjanidae",2,"Nocturnal Carnivore"
"405",2016-02-20,"night","S. filiforme",3,"Mullidae",0,"Diurnal Carnivore"
"406",2016-02-20,"night","S. filiforme",3,"Scaridae",0,"Herbivore"
"407",2016-02-20,"night","S. filiforme",4,"Acanthuridae",0,"Herbivore"
"408",2016-02-20,"night","S. filiforme",4,"Carangidae",1,"Diurnal Carnivore"
"409",2016-02-20,"night","S. filiforme",4,"Gerridae",0,"Nocturnal Carnivore"
"410",2016-02-20,"night","S. filiforme",4,"Haemulidae",6,"Nocturnal Carnivore"
"411",2016-02-20,"night","S. filiforme",4,"Lutjanidae",0,"Nocturnal Carnivore"
"412",2016-02-20,"night","S. filiforme",4,"Mullidae",0,"Diurnal Carnivore"
"413",2016-02-20,"night","S. filiforme",4,"Scaridae",0,"Herbivore"
"414",2016-02-20,"night","S. filiforme",5,"Acanthuridae",7,"Herbivore"
"415",2016-02-20,"night","S. filiforme",5,"Carangidae",0,"Diurnal Carnivore"
"416",2016-02-20,"night","S. filiforme",5,"Gerridae",0,"Nocturnal Carnivore"
"417",2016-02-20,"night","S. filiforme",5,"Haemulidae",0,"Nocturnal Carnivore"
"418",2016-02-20,"night","S. filiforme",5,"Lutjanidae",0,"Nocturnal Carnivore"
"419",2016-02-20,"night","S. filiforme",5,"Mullidae",0,"Diurnal Carnivore"
"420",2016-02-20,"night","S. filiforme",5,"Scaridae",0,"Herbivore"
