program,site,year,month,replicate,replicatetype,sppname,commonname,trophicgroup,counts
TCRMP,Buck Island STX,2014,12,5,transect,Stegastes partitus,bicolor damselfish,herb,5
TCRMP,Buck Island STX,2014,12,5,transect,Chromis cyanea,blue chromis,plank,14
TCRMP,Buck Island STX,2014,12,5,transect,Acanthurus coeruleus,blue tang,herb,11
TCRMP,Buck Island STX,2014,12,5,transect,Thalassoma bifasciatum,bluehead wrasse,plank,8
TCRMP,Buck Island STX,2014,12,5,transect,Hypoplectrus unicolor,butter hamlet,inv,1
TCRMP,Buck Island STX,2014,12,5,transect,Chaetodon capistratus,foureye butterflyfish,inv,2
TCRMP,Buck Island STX,2014,12,5,transect,Haemulon flavolineatum,French grunt,inv,2
TCRMP,Buck Island STX,2014,12,5,transect,Serranus tigrinus,harlequin bass,inv,2
TCRMP,Buck Island STX,2014,12,5,transect,Acanthurus bahianus,ocean surgeonfish,herb,12
TCRMP,Buck Island STX,2014,12,5,transect,Scarus taeniopterus,princess parrotfish,herb,1
TCRMP,Buck Island STX,2014,12,5,transect,Scarus vetula,queen parrotfish,herb,17
TCRMP,Buck Island STX,2014,12,5,transect,Sparisoma aurofrenatum,redband parrotfish,herb,12
TCRMP,Buck Island STX,2014,12,5,transect,Pseudupeneus maculatus,spotted goatfish,inv,2
TCRMP,Buck Island STX,2014,12,5,transect,Sparisoma viride,stoplight parrotfish,herb,5
TCRMP,Buck Island STX,2014,12,5,transect,Scarus iseri,striped parrotfish,herb,37
TCRMP,Buck Island STX,2014,12,5,transect,Haemulon aurolineatum,tomtate,inv,4
TCRMP,Buck Island STX,2014,12,5,transect,Aulostomus maculatus,trumpetfish,inv,1
TCRMP,Buck Island STX,2014,12,5,transect,Mycteroperca venenosa,yellowfin grouper,pisc,1
TCRMP,Buck Island STX,2014,12,5,transect,Halichoeres garnoti,yellowhead wrasse,inv,5
TCRMP,Buck Island STX,2014,12,5,transect,Hypoplectrus chlorurus,yellowtail hamlet,inv,1
TCRMP,Buck Island STX,2014,12,6,transect,Caranx ruber,bar jack,inv,5
TCRMP,Buck Island STX,2014,12,6,transect,Hypoplectrus puella,barred hamlet,inv,1
TCRMP,Buck Island STX,2014,12,6,transect,Stegastes partitus,bicolor damselfish,herb,20
TCRMP,Buck Island STX,2014,12,6,transect,Chromis cyanea,blue chromis,plank,8
TCRMP,Buck Island STX,2014,12,6,transect,Acanthurus coeruleus,blue tang,herb,5
TCRMP,Buck Island STX,2014,12,6,transect,Thalassoma bifasciatum,bluehead wrasse,plank,14
TCRMP,Buck Island STX,2014,12,6,transect,Chaetodon capistratus,foureye butterflyfish,inv,1
TCRMP,Buck Island STX,2014,12,6,transect,Haemulon flavolineatum,French grunt,inv,2
TCRMP,Buck Island STX,2014,12,6,transect,Cephalopholis cruentata,graysby,pisc,1
TCRMP,Buck Island STX,2014,12,6,transect,Serranus tigrinus,harlequin bass,inv,1
TCRMP,Buck Island STX,2014,12,6,transect,Acanthurus bahianus,ocean surgeonfish,herb,12
TCRMP,Buck Island STX,2014,12,6,transect,Scarus vetula,queen parrotfish,herb,7
TCRMP,Buck Island STX,2014,12,6,transect,Sparisoma aurofrenatum,redband parrotfish,herb,11
TCRMP,Buck Island STX,2014,12,6,transect,Aluterus scriptus,scrawled filefish,inv,1
TCRMP,Buck Island STX,2014,12,6,transect,Canthigaster rostrata,sharpnose puffer,inv,1
TCRMP,Buck Island STX,2014,12,6,transect,Pseudupeneus maculatus,spotted goatfish,inv,1
TCRMP,Buck Island STX,2014,12,6,transect,Holocentrus adscensionis,squirrelfish,inv,2
TCRMP,Buck Island STX,2014,12,6,transect,Sparisoma viride,stoplight parrotfish,herb,2
TCRMP,Buck Island STX,2014,12,6,transect,Scarus iseri,striped parrotfish,herb,25
TCRMP,Buck Island STX,2014,12,6,transect,Haemulon plumierii,white grunt,inv,1
TCRMP,Buck Island STX,2014,12,6,transect,Halichoeres garnoti,yellowhead wrasse,inv,8
TCRMP,Buck Island STX,2014,12,7,transect,Caranx ruber,bar jack,inv,100
TCRMP,Buck Island STX,2014,12,7,transect,Hypoplectrus puella,barred hamlet,inv,1
TCRMP,Buck Island STX,2014,12,7,transect,Stegastes leucostictus,beaugregory,herb,3
TCRMP,Buck Island STX,2014,12,7,transect,Stegastes partitus,bicolor damselfish,herb,4
TCRMP,Buck Island STX,2014,12,7,transect,Hypoplectrus nigricans,black hamlet,inv,1
TCRMP,Buck Island STX,2014,12,7,transect,Chromis cyanea,blue chromis,plank,66
TCRMP,Buck Island STX,2014,12,7,transect,Thalassoma bifasciatum,bluehead wrasse,plank,10
TCRMP,Buck Island STX,2014,12,7,transect,Haemulon carbonarium,Caesar grunt,inv,1
TCRMP,Buck Island STX,2014,12,7,transect,Stegastes adustus,dusky damselfish,herb,1
TCRMP,Buck Island STX,2014,12,7,transect,Gramma loreto,fairy basslet,inv,1
TCRMP,Buck Island STX,2014,12,7,transect,Chaetodon capistratus,foureye butterflyfish,inv,2
TCRMP,Buck Island STX,2014,12,7,transect,Haemulon flavolineatum,French grunt,inv,7
TCRMP,Buck Island STX,2014,12,7,transect,Cephalopholis cruentata,graysby,pisc,1
TCRMP,Buck Island STX,2014,12,7,transect,Holocentrus rufus,longspine squirrelfish,inv,1
TCRMP,Buck Island STX,2014,12,7,transect,Acanthurus bahianus,ocean surgeonfish,herb,9
TCRMP,Buck Island STX,2014,12,7,transect,Scarus taeniopterus,princess parrotfish,herb,19
TCRMP,Buck Island STX,2014,12,7,transect,Balistes vetula,queen triggerfish,inv,1
TCRMP,Buck Island STX,2014,12,7,transect,Sparisoma aurofrenatum,redband parrotfish,herb,11
TCRMP,Buck Island STX,2014,12,7,transect,Sparisoma viride,stoplight parrotfish,herb,3
TCRMP,Buck Island STX,2014,12,7,transect,Stegastes planifrons,threespot damselfish,herb,11
TCRMP,Buck Island STX,2014,12,7,transect,Serranus tabacarius,tobaccofish,inv,1
TCRMP,Buck Island STX,2014,12,7,transect,Haemulon aurolineatum,tomtate,inv,1
TCRMP,Buck Island STX,2014,12,7,transect,Aulostomus maculatus,trumpetfish,inv,1
TCRMP,Buck Island STX,2014,12,7,transect,Halichoeres garnoti,yellowhead wrasse,inv,3
TCRMP,Buck Island STX,2014,12,7,transect,Hypoplectrus chlorurus,yellowtail hamlet,inv,1
TCRMP,Buck Island STX,2014,12,8,transect,Chaetodon striatus,banded butterflyfish,inv,3
TCRMP,Buck Island STX,2014,12,8,transect,Hypoplectrus puella,barred hamlet,inv,1
TCRMP,Buck Island STX,2014,12,8,transect,Stegastes partitus,bicolor damselfish,herb,1
TCRMP,Buck Island STX,2014,12,8,transect,Chromis cyanea,blue chromis,plank,20
TCRMP,Buck Island STX,2014,12,8,transect,Acanthurus coeruleus,blue tang,herb,2
TCRMP,Buck Island STX,2014,12,8,transect,Stegastes adustus,dusky damselfish,herb,1
TCRMP,Buck Island STX,2014,12,8,transect,Haemulon flavolineatum,French grunt,inv,2
TCRMP,Buck Island STX,2014,12,8,transect,Holocentrus rufus,longspine squirrelfish,inv,1
TCRMP,Buck Island STX,2014,12,8,transect,Scarus coelestinus,midnight parrotfish,herb,2
TCRMP,Buck Island STX,2014,12,8,transect,Acanthurus bahianus,ocean surgeonfish,herb,16
TCRMP,Buck Island STX,2014,12,8,transect,Scarus taeniopterus,princess parrotfish,herb,17
TCRMP,Buck Island STX,2014,12,8,transect,Sparisoma aurofrenatum,redband parrotfish,herb,7
TCRMP,Buck Island STX,2014,12,8,transect,Canthigaster rostrata,sharpnose puffer,inv,1
TCRMP,Buck Island STX,2014,12,8,transect,Halichoeres bivittatus,slippery dick,inv,1
TCRMP,Buck Island STX,2014,12,8,transect,Pseudupeneus maculatus,spotted goatfish,inv,1
TCRMP,Buck Island STX,2014,12,8,transect,Sparisoma viride,stoplight parrotfish,herb,3
TCRMP,Buck Island STX,2014,12,8,transect,Aulostomus maculatus,trumpetfish,inv,2
TCRMP,Buck Island STX,2014,12,8,transect,Mulloidichthys martinicus,yellow goatfish,inv,1
TCRMP,Buck Island STX,2014,12,8,transect,Halichoeres garnoti,yellowhead wrasse,inv,2
TCRMP,Buck Island STX,2014,12,8,transect,Sparisoma rubripinne,yellowtail parrotfish,herb,1
TCRMP,Buck Island STX,2014,12,8,transect,Ocyurus chrysurus,yellowtail snapper,pisc,1
TCRMP,Buck Island STX,2014,12,9,transect,Caranx ruber,bar jack,inv,2
TCRMP,Buck Island STX,2014,12,9,transect,Hypoplectrus puella,barred hamlet,inv,1
TCRMP,Buck Island STX,2014,12,9,transect,Stegastes partitus,bicolor damselfish,herb,3
TCRMP,Buck Island STX,2014,12,9,transect,Hypoplectrus nigricans,black hamlet,inv,1
TCRMP,Buck Island STX,2014,12,9,transect,Chromis cyanea,blue chromis,plank,10
TCRMP,Buck Island STX,2014,12,9,transect,Acanthurus coeruleus,blue tang,herb,6
TCRMP,Buck Island STX,2014,12,9,transect,Thalassoma bifasciatum,bluehead wrasse,plank,30
TCRMP,Buck Island STX,2014,12,9,transect,Haemulon flavolineatum,French grunt,inv,3
TCRMP,Buck Island STX,2014,12,9,transect,Cephalopholis cruentata,graysby,pisc,1
TCRMP,Buck Island STX,2014,12,9,transect,Holocentrus rufus,longspine squirrelfish,inv,1
TCRMP,Buck Island STX,2014,12,9,transect,Acanthurus bahianus,ocean surgeonfish,herb,10
TCRMP,Buck Island STX,2014,12,9,transect,Scarus taeniopterus,princess parrotfish,herb,9
TCRMP,Buck Island STX,2014,12,9,transect,Sparisoma aurofrenatum,redband parrotfish,herb,4
TCRMP,Buck Island STX,2014,12,9,transect,Sparisoma viride,stoplight parrotfish,herb,1
TCRMP,Buck Island STX,2014,12,9,transect,Scarus iseri,striped parrotfish,herb,3
TCRMP,Buck Island STX,2014,12,9,transect,Stegastes planifrons,threespot damselfish,herb,1
TCRMP,Buck Island STX,2014,12,9,transect,Haemulon aurolineatum,tomtate,inv,1
TCRMP,Buck Island STX,2014,12,9,transect,Halichoeres garnoti,yellowhead wrasse,inv,4
TCRMP,Buck Island STX,2014,12,9,transect,Microspathodon chrysurus,yellowtail damselfish,herb,1
TCRMP,Buck Island STX,2014,12,9,transect,Ocyurus chrysurus,yellowtail snapper,pisc,2
TCRMP,Buck Island STX,2014,12,10,transect,Caranx ruber,bar jack,inv,120
TCRMP,Buck Island STX,2014,12,10,transect,Hypoplectrus puella,barred hamlet,inv,1
TCRMP,Buck Island STX,2014,12,10,transect,Stegastes leucostictus,beaugregory,herb,1
TCRMP,Buck Island STX,2014,12,10,transect,Stegastes partitus,bicolor damselfish,herb,6
TCRMP,Buck Island STX,2014,12,10,transect,Hypoplectrus nigricans,black hamlet,inv,1
TCRMP,Buck Island STX,2014,12,10,transect,Chromis cyanea,blue chromis,plank,2
TCRMP,Buck Island STX,2014,12,10,transect,Acanthurus coeruleus,blue tang,herb,1
TCRMP,Buck Island STX,2014,12,10,transect,Thalassoma bifasciatum,bluehead wrasse,plank,6
TCRMP,Buck Island STX,2014,12,10,transect,Chaetodon capistratus,foureye butterflyfish,inv,1
TCRMP,Buck Island STX,2014,12,10,transect,Haemulon flavolineatum,French grunt,inv,1
TCRMP,Buck Island STX,2014,12,10,transect,Sparisoma atomarium,greenblotch parrotfish,herb,5
TCRMP,Buck Island STX,2014,12,10,transect,Serranus tigrinus,harlequin bass,inv,1
TCRMP,Buck Island STX,2014,12,10,transect,Stegastes diencaeus,longfin damselfish,herb,1
TCRMP,Buck Island STX,2014,12,10,transect,Acanthurus bahianus,ocean surgeonfish,herb,7
TCRMP,Buck Island STX,2014,12,10,transect,Scarus taeniopterus,princess parrotfish,herb,3
TCRMP,Buck Island STX,2014,12,10,transect,Sparisoma aurofrenatum,redband parrotfish,herb,14
TCRMP,Buck Island STX,2014,12,10,transect,Halichoeres bivittatus,slippery dick,inv,2
TCRMP,Buck Island STX,2014,12,10,transect,Pseudupeneus maculatus,spotted goatfish,inv,1
TCRMP,Buck Island STX,2014,12,10,transect,Sparisoma viride,stoplight parrotfish,herb,2
TCRMP,Buck Island STX,2014,12,10,transect,Scarus iseri,striped parrotfish,herb,30
TCRMP,Buck Island STX,2014,12,10,transect,Haemulon aurolineatum,tomtate,inv,1
TCRMP,Buck Island STX,2014,12,10,transect,Aulostomus maculatus,trumpetfish,inv,1
TCRMP,Buck Island STX,2014,12,10,transect,Halichoeres garnoti,yellowhead wrasse,inv,11
TCRMP,Cane Bay,2014,10,1,transect,Chaetodon striatus,banded butterflyfish,inv,3
TCRMP,Cane Bay,2014,10,1,transect,Caranx ruber,bar jack,inv,2
TCRMP,Cane Bay,2014,10,1,transect,Stegastes partitus,bicolor damselfish,herb,26
TCRMP,Cane Bay,2014,10,1,transect,Melichthys niger,black durgon,plank,2
TCRMP,Cane Bay,2014,10,1,transect,Chromis cyanea,blue chromis,plank,343
TCRMP,Cane Bay,2014,10,1,transect,Thalassoma bifasciatum,bluehead wrasse,plank,21
TCRMP,Cane Bay,2014,10,1,transect,Chromis multilineata,brown chromis,plank,497
TCRMP,Cane Bay,2014,10,1,transect,Clepticus parrae,creole wrasse,plank,8
TCRMP,Cane Bay,2014,10,1,transect,Gramma loreto,fairy basslet,inv,3
TCRMP,Cane Bay,2014,10,1,transect,Chaetodon capistratus,foureye butterflyfish,inv,2
TCRMP,Cane Bay,2014,10,1,transect,Cephalopholis cruentata,graysby,pisc,1
TCRMP,Cane Bay,2014,10,1,transect,Serranus tigrinus,harlequin bass,inv,1
TCRMP,Cane Bay,2014,10,1,transect,Stegastes diencaeus,longfin damselfish,herb,1
TCRMP,Cane Bay,2014,10,1,transect,Acanthurus bahianus,ocean surgeonfish,herb,3
TCRMP,Cane Bay,2014,10,1,transect,Scarus taeniopterus,princess parrotfish,herb,15
TCRMP,Cane Bay,2014,10,1,transect,Halichoeres pictus,rainbow wrasse,inv,5
TCRMP,Cane Bay,2014,10,1,transect,Sparisoma aurofrenatum,redband parrotfish,herb,4
TCRMP,Cane Bay,2014,10,1,transect,Synodus intermedius,sand diver,pisc,1
TCRMP,Cane Bay,2014,10,1,transect,Aluterus scriptus,scrawled filefish,inv,1
TCRMP,Cane Bay,2014,10,1,transect,Abudefduf saxatilis,sergeant major,plank,5
TCRMP,Cane Bay,2014,10,1,transect,Canthigaster rostrata,sharpnose puffer,inv,2
TCRMP,Cane Bay,2014,10,1,transect,Sparisoma viride,stoplight parrotfish,herb,4
TCRMP,Cane Bay,2014,10,1,transect,Scarus iseri,striped parrotfish,herb,2
TCRMP,Cane Bay,2014,10,1,transect,Stegastes planifrons,threespot damselfish,herb,12
TCRMP,Cane Bay,2014,10,1,transect,Serranus tabacarius,tobaccofish,inv,1
TCRMP,Cane Bay,2014,10,1,transect,Halichoeres garnoti,yellowhead wrasse,inv,6
TCRMP,Cane Bay,2014,10,1,transect,Microspathodon chrysurus,yellowtail damselfish,herb,2
TCRMP,Cane Bay,2014,10,2,transect,Caranx ruber,bar jack,inv,1
TCRMP,Cane Bay,2014,10,2,transect,Stegastes partitus,bicolor damselfish,herb,47
TCRMP,Cane Bay,2014,10,2,transect,Melichthys niger,black durgon,plank,4
TCRMP,Cane Bay,2014,10,2,transect,Chromis cyanea,blue chromis,plank,230
TCRMP,Cane Bay,2014,10,2,transect,Acanthurus coeruleus,blue tang,herb,4
TCRMP,Cane Bay,2014,10,2,transect,Thalassoma bifasciatum,bluehead wrasse,plank,54
TCRMP,Cane Bay,2014,10,2,transect,Chromis multilineata,brown chromis,plank,230
TCRMP,Cane Bay,2014,10,2,transect,Halichoeres maculipinna,clown wrasse,inv,2
TCRMP,Cane Bay,2014,10,2,transect,Acanthurus chirurgus,doctorfish,herb,1
TCRMP,Cane Bay,2014,10,2,transect,Stegastes adustus,dusky damselfish,herb,3
TCRMP,Cane Bay,2014,10,2,transect,Gramma loreto,fairy basslet,inv,2
TCRMP,Cane Bay,2014,10,2,transect,Haemulon flavolineatum,French grunt,inv,1
TCRMP,Cane Bay,2014,10,2,transect,Cephalopholis cruentata,graysby,pisc,1
TCRMP,Cane Bay,2014,10,2,transect,Serranus tigrinus,harlequin bass,inv,3
TCRMP,Cane Bay,2014,10,2,transect,Scarus taeniopterus,princess parrotfish,herb,18
TCRMP,Cane Bay,2014,10,2,transect,Sparisoma aurofrenatum,redband parrotfish,herb,10
TCRMP,Cane Bay,2014,10,2,transect,Abudefduf saxatilis,sergeant major,plank,8
TCRMP,Cane Bay,2014,10,2,transect,Canthigaster rostrata,sharpnose puffer,inv,3
TCRMP,Cane Bay,2014,10,2,transect,Sparisoma viride,stoplight parrotfish,herb,17
TCRMP,Cane Bay,2014,10,2,transect,Stegastes planifrons,threespot damselfish,herb,4
TCRMP,Cane Bay,2014,10,2,transect,Aulostomus maculatus,trumpetfish,inv,1
TCRMP,Cane Bay,2014,10,2,transect,Halichoeres garnoti,yellowhead wrasse,inv,4
TCRMP,Cane Bay,2014,10,3,transect,Chaetodon striatus,banded butterflyfish,inv,1
TCRMP,Cane Bay,2014,10,3,transect,Caranx ruber,bar jack,inv,2
TCRMP,Cane Bay,2014,10,3,transect,Stegastes partitus,bicolor damselfish,herb,58
TCRMP,Cane Bay,2014,10,3,transect,Melichthys niger,black durgon,plank,7
TCRMP,Cane Bay,2014,10,3,transect,Chromis cyanea,blue chromis,plank,95
TCRMP,Cane Bay,2014,10,3,transect,Acanthurus coeruleus,blue tang,herb,3
TCRMP,Cane Bay,2014,10,3,transect,Thalassoma bifasciatum,bluehead wrasse,plank,30
TCRMP,Cane Bay,2014,10,3,transect,Chromis multilineata,brown chromis,plank,292
TCRMP,Cane Bay,2014,10,3,transect,Haemulon carbonarium,Caesar grunt,inv,1
TCRMP,Cane Bay,2014,10,3,transect,Acanthurus chirurgus,doctorfish,herb,7
TCRMP,Cane Bay,2014,10,3,transect,Stegastes adustus,dusky damselfish,herb,16
TCRMP,Cane Bay,2014,10,3,transect,Gramma loreto,fairy basslet,inv,14
TCRMP,Cane Bay,2014,10,3,transect,Chaetodon capistratus,foureye butterflyfish,inv,2
TCRMP,Cane Bay,2014,10,3,transect,Haemulon flavolineatum,French grunt,inv,1
TCRMP,Cane Bay,2014,10,3,transect,Heteropriacanthus cruentatus,glasseye snapper,inv,1
TCRMP,Cane Bay,2014,10,3,transect,Cephalopholis cruentata,graysby,pisc,3
TCRMP,Cane Bay,2014,10,3,transect,Serranus tigrinus,harlequin bass,inv,2
TCRMP,Cane Bay,2014,10,3,transect,Acanthostracion polygonius,honeycomb cowfish,inv,1
TCRMP,Cane Bay,2014,10,3,transect,Lutjanus mahogoni,mahogany snapper,inv,2
TCRMP,Cane Bay,2014,10,3,transect,Scarus taeniopterus,princess parrotfish,herb,11
TCRMP,Cane Bay,2014,10,3,transect,Scarus vetula,queen parrotfish,herb,1
TCRMP,Cane Bay,2014,10,3,transect,Sparisoma aurofrenatum,redband parrotfish,herb,12
TCRMP,Cane Bay,2014,10,3,transect,Abudefduf saxatilis,sergeant major,plank,9
TCRMP,Cane Bay,2014,10,3,transect,Canthigaster rostrata,sharpnose puffer,inv,5
TCRMP,Cane Bay,2014,10,3,transect,Lactophrys triqueter,smooth trunkfish,inv,1
TCRMP,Cane Bay,2014,10,3,transect,Sparisoma viride,stoplight parrotfish,herb,11
TCRMP,Cane Bay,2014,10,3,transect,Stegastes planifrons,threespot damselfish,herb,3
TCRMP,Cane Bay,2014,10,3,transect,Mulloidichthys martinicus,yellow goatfish,inv,3
TCRMP,Cane Bay,2014,10,3,transect,Halichoeres garnoti,yellowhead wrasse,inv,11
TCRMP,Cane Bay,2014,10,3,transect,Microspathodon chrysurus,yellowtail damselfish,herb,2
TCRMP,Cane Bay,2014,10,3,transect,Hypoplectrus chlorurus,yellowtail hamlet,inv,1
TCRMP,Cane Bay,2014,10,4,transect,Chaetodon striatus,banded butterflyfish,inv,1
TCRMP,Cane Bay,2014,10,4,transect,Caranx ruber,bar jack,inv,1
TCRMP,Cane Bay,2014,10,4,transect,Stegastes partitus,bicolor damselfish,herb,25
TCRMP,Cane Bay,2014,10,4,transect,Melichthys niger,black durgon,plank,1
TCRMP,Cane Bay,2014,10,4,transect,Chromis cyanea,blue chromis,plank,200
TCRMP,Cane Bay,2014,10,4,transect,Acanthurus coeruleus,blue tang,herb,3
TCRMP,Cane Bay,2014,10,4,transect,Thalassoma bifasciatum,bluehead wrasse,plank,48
TCRMP,Cane Bay,2014,10,4,transect,Chromis multilineata,brown chromis,plank,110
TCRMP,Cane Bay,2014,10,4,transect,Halichoeres maculipinna,clown wrasse,inv,3
TCRMP,Cane Bay,2014,10,4,transect,Lutjanus jocu,dog snapper,pisc,1
TCRMP,Cane Bay,2014,10,4,transect,Stegastes adustus,dusky damselfish,herb,7
TCRMP,Cane Bay,2014,10,4,transect,Haemulon flavolineatum,French grunt,inv,6
TCRMP,Cane Bay,2014,10,4,transect,Cephalopholis cruentata,graysby,pisc,3
TCRMP,Cane Bay,2014,10,4,transect,Serranus tigrinus,harlequin bass,inv,1
TCRMP,Cane Bay,2014,10,4,transect,Holocentrus rufus,longspine squirrelfish,inv,1
TCRMP,Cane Bay,2014,10,4,transect,Acanthurus bahianus,ocean surgeonfish,herb,3
TCRMP,Cane Bay,2014,10,4,transect,Scarus taeniopterus,princess parrotfish,herb,5
TCRMP,Cane Bay,2014,10,4,transect,Sparisoma aurofrenatum,redband parrotfish,herb,5
TCRMP,Cane Bay,2014,10,4,transect,Lutjanus apodus,schoolmaster,inv,3
TCRMP,Cane Bay,2014,10,4,transect,Abudefduf saxatilis,sergeant major,plank,1
TCRMP,Cane Bay,2014,10,4,transect,Canthigaster rostrata,sharpnose puffer,inv,1
TCRMP,Cane Bay,2014,10,4,transect,Pseudupeneus maculatus,spotted goatfish,inv,1
TCRMP,Cane Bay,2014,10,4,transect,Sparisoma viride,stoplight parrotfish,herb,1
TCRMP,Cane Bay,2014,10,4,transect,Chromis insolata,sunshinefish,plank,5
TCRMP,Cane Bay,2014,10,4,transect,Stegastes planifrons,threespot damselfish,herb,1
TCRMP,Cane Bay,2014,10,4,transect,Haemulon aurolineatum,tomtate,inv,6
TCRMP,Cane Bay,2014,10,4,transect,Halichoeres garnoti,yellowhead wrasse,inv,1
TCRMP,Cane Bay,2014,10,4,transect,Microspathodon chrysurus,yellowtail damselfish,herb,2
TCRMP,Cane Bay,2014,10,5,transect,Caranx ruber,bar jack,inv,1
TCRMP,Cane Bay,2014,10,5,transect,Stegastes leucostictus,beaugregory,herb,1
TCRMP,Cane Bay,2014,10,5,transect,Stegastes partitus,bicolor damselfish,herb,40
TCRMP,Cane Bay,2014,10,5,transect,Melichthys niger,black durgon,plank,5
TCRMP,Cane Bay,2014,10,5,transect,Chromis cyanea,blue chromis,plank,70
TCRMP,Cane Bay,2014,10,5,transect,Thalassoma bifasciatum,bluehead wrasse,plank,60
TCRMP,Cane Bay,2014,10,5,transect,Haemulon sciurus,bluestriped grunt,inv,1
TCRMP,Cane Bay,2014,10,5,transect,Chromis multilineata,brown chromis,plank,40
TCRMP,Cane Bay,2014,10,5,transect,Haemulon carbonarium,Caesar grunt,inv,2
TCRMP,Cane Bay,2014,10,5,transect,Clepticus parrae,creole wrasse,plank,1
TCRMP,Cane Bay,2014,10,5,transect,Stegastes adustus,dusky damselfish,herb,2
TCRMP,Cane Bay,2014,10,5,transect,Haemulon flavolineatum,French grunt,inv,1
TCRMP,Cane Bay,2014,10,5,transect,Cephalopholis cruentata,graysby,pisc,1
TCRMP,Cane Bay,2014,10,5,transect,Lutjanus mahogoni,mahogany snapper,inv,8
TCRMP,Cane Bay,2014,10,5,transect,Lutjanus analis,mutton snapper,inv,2
TCRMP,Cane Bay,2014,10,5,transect,Acanthurus bahianus,ocean surgeonfish,herb,5
TCRMP,Cane Bay,2014,10,5,transect,Scarus taeniopterus,princess parrotfish,herb,6
TCRMP,Cane Bay,2014,10,5,transect,Sparisoma aurofrenatum,redband parrotfish,herb,4
TCRMP,Cane Bay,2014,10,5,transect,Lutjanus apodus,schoolmaster,inv,40
TCRMP,Cane Bay,2014,10,5,transect,Abudefduf saxatilis,sergeant major,plank,15
TCRMP,Cane Bay,2014,10,5,transect,Holocentrus adscensionis,squirrelfish,inv,1
TCRMP,Cane Bay,2014,10,5,transect,Sparisoma viride,stoplight parrotfish,herb,2
TCRMP,Cane Bay,2014,10,5,transect,Chromis insolata,sunshinefish,plank,10
TCRMP,Cane Bay,2014,10,5,transect,Halichoeres garnoti,yellowhead wrasse,inv,1
TCRMP,Cane Bay,2014,10,5,transect,Microspathodon chrysurus,yellowtail damselfish,herb,3
TCRMP,Cane Bay,2014,10,5,transect,Hypoplectrus chlorurus,yellowtail hamlet,inv,1
TCRMP,Cane Bay,2014,10,5,transect,Sparisoma rubripinne,yellowtail parrotfish,herb,1
TCRMP,Cane Bay,2014,10,5,transect,Ocyurus chrysurus,yellowtail snapper,pisc,2
TCRMP,Cane Bay,2014,9,6,transect,Caranx ruber,bar jack,inv,1
TCRMP,Cane Bay,2014,9,6,transect,Stegastes partitus,bicolor damselfish,herb,50
TCRMP,Cane Bay,2014,9,6,transect,Melichthys niger,black durgon,plank,1
TCRMP,Cane Bay,2014,9,6,transect,Chromis cyanea,blue chromis,plank,400
TCRMP,Cane Bay,2014,9,6,transect,Acanthurus coeruleus,blue tang,herb,3
TCRMP,Cane Bay,2014,9,6,transect,Thalassoma bifasciatum,bluehead wrasse,plank,65
TCRMP,Cane Bay,2014,9,6,transect,Haemulon sciurus,bluestriped grunt,inv,1
TCRMP,Cane Bay,2014,9,6,transect,Chromis multilineata,brown chromis,plank,140
TCRMP,Cane Bay,2014,9,6,transect,Cephalopholis fulva,coney,pisc,1
TCRMP,Cane Bay,2014,9,6,transect,Acanthurus chirurgus,doctorfish,herb,2
TCRMP,Cane Bay,2014,9,6,transect,Stegastes adustus,dusky damselfish,herb,4
TCRMP,Cane Bay,2014,9,6,transect,Gramma loreto,fairy basslet,inv,8
TCRMP,Cane Bay,2014,9,6,transect,Chaetodon capistratus,foureye butterflyfish,inv,2
TCRMP,Cane Bay,2014,9,6,transect,Haemulon flavolineatum,French grunt,inv,3
TCRMP,Cane Bay,2014,9,6,transect,Cephalopholis cruentata,graysby,pisc,1
TCRMP,Cane Bay,2014,9,6,transect,Cephalopholis cruentata,graysby,pisc,2
TCRMP,Cane Bay,2014,9,6,transect,Acanthurus bahianus,ocean surgeonfish,herb,1
TCRMP,Cane Bay,2014,9,6,transect,Canthidermis sufflamen,ocean triggerfish,plank,1
TCRMP,Cane Bay,2014,9,6,transect,Scarus taeniopterus,princess parrotfish,herb,2
TCRMP,Cane Bay,2014,9,6,transect,Sparisoma aurofrenatum,redband parrotfish,herb,7
TCRMP,Cane Bay,2014,9,6,transect,Lutjanus apodus,schoolmaster,inv,32
TCRMP,Cane Bay,2014,9,6,transect,Aluterus scriptus,scrawled filefish,inv,2
TCRMP,Cane Bay,2014,9,6,transect,Abudefduf saxatilis,sergeant major,plank,8
TCRMP,Cane Bay,2014,9,6,transect,Canthigaster rostrata,sharpnose puffer,inv,1
TCRMP,Cane Bay,2014,9,6,transect,Haemulon macrostomum,Spanish grunt,inv,1
TCRMP,Cane Bay,2014,9,6,transect,Sparisoma viride,stoplight parrotfish,herb,2
TCRMP,Cane Bay,2014,9,6,transect,Scarus iseri,striped parrotfish,herb,14
TCRMP,Cane Bay,2014,9,6,transect,Stegastes planifrons,threespot damselfish,herb,1
TCRMP,Cane Bay,2014,9,6,transect,Stegastes planifrons,threespot damselfish,herb,2
TCRMP,Cane Bay,2014,9,6,transect,Mulloidichthys martinicus,yellow goatfish,inv,3
TCRMP,Cane Bay,2014,9,6,transect,Halichoeres garnoti,yellowhead wrasse,inv,3
TCRMP,Cane Bay,2014,9,6,transect,Microspathodon chrysurus,yellowtail damselfish,herb,1
