"","spname","spcode","trophicgroup","minsize_cm","maxsize_cm","psu","depth_m","relief_m","mpa","density","presabs","prot"
"208","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5232_2019",22.7076,-0.219089280986169,NA,0.5,1,"unprotected"
"209","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5235_2019",8.5344,0.122217632724249,NA,1,1,"unprotected"
"210","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5235_2021",20.8788,-2.25856820757727,"VICRNM",0,0,"protected"
"211","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5236_2019",6.4008,-1.22929061231023,"VICRNM",1.5,1,"protected"
"212","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5237_2021",13.5636,-0.747075522585501,"VICRNM",0,0,"protected"
"213","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5238_2019",2.7432,-0.498403103767433,"VICRNM",0,0,"protected"
"214","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5240_2019",24.6888,-2.30258509299405,NA,0,0,"unprotected"
"215","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5240_2021",10.668,-1.04982212449868,"VICRNM",0,0,"protected"
"216","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5241_2021",12.6492,-0.164137886360326,"VICRNM",0,0,"protected"
"217","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5242_2019",11.5824,-1.13553564277271,NA,2.5,1,"unprotected"
"218","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5242_2021",4.2672,-0.62548853208613,NA,1.5,1,"unprotected"
"219","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5243_2019",4.4196,-1.89711998488588,NA,0,0,"unprotected"
"220","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5244_2019",6.5532,-2.00063036125555,NA,13,1,"unprotected"
"221","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5245_2019",1.6764,-1.10262031006565,"VICRNM",0,0,"protected"
"222","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5247_2019",21.9456,-2.30258509299405,NA,0,0,"unprotected"
"223","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5248_2019",3.048,-1.04625705833418,NA,0,0,"unprotected"
"224","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5249_2019",10.0584,-0.741812352541226,NA,11.5,1,"unprotected"
"225","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5250_2019",6.858,-2.13073483606739,NA,0,0,"unprotected"
"226","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5250_2021",5.7912,-1.29234874827736,NA,0,0,"unprotected"
"227","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5251_2019",5.0292,-1.39130690294343,NA,2,1,"unprotected"
"228","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5252_2019",15.3924,-1.02165124753198,"VICRNM",1.5,1,"protected"
"229","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5253_2019",14.9352,-0.399731576260404,"VICRNM",0,0,"protected"
"230","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5254_2019",7.1628,-1.31397369954026,NA,1,1,"unprotected"
"231","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5257_2019",23.622,-1.47512557482651,"VIIS",7.5,1,"protected"
"232","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5261_2019",10.668,0.0582689081239756,"VIIS",0,0,"protected"
"233","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5263_2021",24.2316,-2.29016257299549,NA,0,0,"unprotected"
"234","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5264_2019",3.81,-1.6157075254477,"VICRNM",0,0,"protected"
"235","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5265_2019",7.62,-1.08990034806609,"VICRNM",0,0,"protected"
"236","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5266_2021",22.4028,-2.07944154167984,NA,0,0,"unprotected"
"237","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5267_2019",8.5344,-0.964299951060516,"VICRNM",0,0,"protected"
"238","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5268_2021",7.1628,-0.964299951060516,NA,0,0,"unprotected"
"239","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5272_2019",17.9832,-1.36551182193736,NA,0,0,"unprotected"
"240","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5272_2021",4.8768,0.143288326064745,"VICRNM",0,0,"protected"
"241","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5273_2019",13.8684,-1.35717254754787,"VIIS",0,0,"protected"
"242","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5274_2019",3.5052,-1.91223362269593,"VICRNM",0,0,"protected"
"243","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5274_2021",5.0292,-0.852142912050403,NA,0.5,1,"unprotected"
"244","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5275_2019",26.0604,-0.523404405972851,NA,1,1,"unprotected"
"245","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5275_2021",14.6304,-1.48060504059113,NA,26,1,"unprotected"
"246","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5277_2021",6.2484,-0.34337097831237,NA,0,0,"unprotected"
"247","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5278_2019",5.0292,-1.14727746064939,"VIIS",0,0,"protected"
"248","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5281_2019",3.048,0.248908759200236,"VICRNM",0,0,"protected"
"249","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5282_2019",16.6116,-0.89771434630122,NA,0,0,"unprotected"
"250","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5284_2019",16.9164,-1.09661428600544,NA,11,1,"unprotected"
"251","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5285_2021",3.2004,-2.17375222115108,NA,1,1,"unprotected"
"252","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5286_2019",15.6972,-0.82098055206983,NA,3,1,"unprotected"
"253","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5287_2019",15.8496,-1.92586245375154,NA,6.5,1,"unprotected"
"254","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5288_2019",7.9248,-1.28644902615017,"VIIS",0,0,"protected"
"255","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5289_2019",19.5072,0.199260610850878,"VIIS",5,1,"protected"
"256","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5289_2021",10.9728,-1.25526609871349,NA,19,1,"unprotected"
"257","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5291_2019",19.05,-1.33275359419186,NA,0.5,1,"unprotected"
"258","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5291_2021",25.146,-2.30258509299405,NA,0,0,"unprotected"
"259","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5292_2019",21.4884,-1.48060504059113,NA,3.5,1,"unprotected"
"260","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5293_2019",19.05,-0.451181875005148,"VICRNM",4,1,"protected"
"261","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5295_2019",2.5908,-1.51412773262978,"VIIS",0,0,"protected"
"262","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5296_2019",21.4884,-2.29016257299549,NA,0,0,"unprotected"
"263","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5297_2019",13.5636,-1.22929061231023,"VIIS",0,0,"protected"
"264","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5299_2019",3.2004,-0.656333207437229,"VIIS",0,0,"protected"
"265","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5299_2021",11.2776,0.0834216081390724,"VICRNM",0,0,"protected"
"266","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5300_2019",1.3716,-2.29016257299549,"VIIS",0,0,"protected"
"267","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5300_2021",3.5052,-0.863046217355343,"VICRNM",0,0,"protected"
"268","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5301_2019",26.67,-2.12863178587061,NA,5.5,1,"unprotected"
"269","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5302_2019",23.0124,-2.20047987005689,"VIIS",0,0,"protected"
"270","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5303_2019",4.1148,-0.354534379439621,"VIIS",0,0,"protected"
"271","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5304_2019",21.0312,0.0918952647042557,NA,12,1,"unprotected"
"272","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5304_2021",10.9728,-0.778160554886902,NA,1,1,"unprotected"
"273","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5305_2019",13.5636,-0.113728765328343,"VIIS",0,0,"protected"
"274","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5306_2019",24.0792,-0.961026625715546,"VIIS",0,0,"protected"
"275","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5307_2019",18.4404,-2.30258509299405,"VIIS",0,0,"protected"
"276","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5308_2021",26.8224,-1.98413136187551,NA,0,0,"unprotected"
"277","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5310_2019",9.6012,-0.0250614305953712,NA,1.5,1,"unprotected"
"278","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5310_2021",5.4864,-0.547316732348406,"VIIS",0,0,"protected"
"279","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5311_2019",19.05,-1.0106014113454,"VIIS",0,0,"protected"
"280","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5313_2019",20.2692,-0.0304592074847086,"VIIS",5,1,"protected"
"281","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5314_2019",6.7056,-1.13165214274631,NA,6.5,1,"unprotected"
"282","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5316_2019",6.096,-1.00922872753342,NA,0.5,1,"unprotected"
"283","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5316_2021",23.7744,-1.185396418753,NA,1,1,"unprotected"
"284","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5317_2019",10.2108,-1.16715883120322,"VIIS",2,1,"protected"
"285","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5317_2021",27.1272,-1.81707727721234,NA,0,0,"unprotected"
"286","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5319_2019",8.5344,-1.22077992264232,"VIIS",0,0,"protected"
"287","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5320_2019",11.1252,-0.342490308946776,NA,6.5,1,"unprotected"
"288","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5320_2021",16.764,-1.13553564277271,NA,0,0,"unprotected"
"289","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5321_2019",5.6388,-1.47512557482651,NA,0,0,"unprotected"
"290","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5322_2019",3.2004,-2.06356819252355,NA,4.5,1,"unprotected"
"291","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5323_2019",23.0124,-1.13553564277271,"VIIS",0.5,1,"protected"
"292","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5323_2021",16.6116,-2.20500476465518,NA,0,0,"unprotected"
"293","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5324_2019",21.0312,-1.33750419695046,"VICRNM",0,0,"protected"
"294","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5325_2019",7.9248,0.0331929673557642,NA,1.5,1,"unprotected"
"295","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5326_2019",21.0312,0.816470396591944,"VIIS",0,0,"protected"
"296","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5327_2019",2.7432,-1.45886505395473,"VIIS",0.5,1,"protected"
"297","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5328_2019",6.858,-0.623038265414797,"VIIS",0.5,1,"protected"
"298","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5331_2021",6.4008,-0.392117090588664,"VIIS",1,1,"protected"
"299","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5332_2019",7.7724,-2.04988273943829,"VIIS",0,0,"protected"
"300","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5332_2021",13.5636,-2.00248050054371,"VIIS",0,0,"protected"
"301","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5333_2021",4.4196,-0.709530659810469,"VIIS",0,0,"protected"
"302","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5334_2019",20.7264,-0.506667613617327,NA,3.5,1,"unprotected"
"303","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5335_2019",15.8496,-0.502526820951296,"VIIS",1,1,"protected"
"304","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5336_2021",4.7244,-1.02931946217216,NA,11,1,"unprotected"
"305","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5337_2019",18.4404,-2.30258509299405,"VIIS",0,0,"protected"
"306","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5338_2019",5.4864,-1.35189293440256,NA,0,0,"unprotected"
"307","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5339_2019",21.6408,-0.158849200608813,"VIIS",11.5,1,"protected"
"308","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5339_2021",15.0876,-1.10111541888623,"VIIS",0,0,"protected"
"309","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5341_2019",11.5824,-2.13073483606739,"VIIS",0,0,"protected"
"310","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5342_2019",5.4864,-0.944175935363691,NA,0,0,"unprotected"
"311","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5343_2019",21.6408,-1.43758765550744,"VICRNM",1.5,1,"protected"
"312","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5343_2021",15.5448,-0.988861424708991,NA,1,1,"unprotected"
"313","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5345_2019",2.4384,-0.470003629245736,NA,0,0,"unprotected"
"314","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5346_2021",12.6492,-1.13553564277271,"VIIS",2.5,1,"protected"
"315","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5347_2019",19.5072,-2.27789248040367,"VIIS",0,0,"protected"
"316","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5349_2019",2.8956,-2.00248050054371,"VIIS",0,0,"protected"
"317","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5349_2021",24.5364,-0.26104014150536,NA,1,1,"unprotected"
"318","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5350_2019",12.3444,-0.589688472191715,"VIIS",0,0,"protected"
"319","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5351_2019",25.2984,-1.51412773262978,NA,12.5,1,"unprotected"
"320","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5352_2019",11.43,-1.24219401714613,NA,2,1,"unprotected"
"321","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5353_2019",12.8016,-0.689404194281111,NA,31,1,"unprotected"
"322","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5354_2019",24.0792,0.146262506978252,NA,20.5,1,"unprotected"
"323","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5355_2019",15.6972,-1.72316667776244,NA,10,1,"unprotected"
"324","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5356_2021",2.286,-1.43758765550744,"VIIS",0,0,"protected"
"325","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5358_2019",25.4508,-1.83102018318136,NA,8.5,1,"unprotected"
"326","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5358_2021",22.2504,-0.0125787822068601,"VIIS",0.5,1,"protected"
"327","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5359_2019",6.858,-1.56542102701733,NA,2.5,1,"unprotected"
"328","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5359_2021",19.2024,-1.13165214274631,"VIIS",3.5,1,"protected"
"329","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5360_2019",25.6032,-1.4642559025896,"VIIS",0,0,"protected"
"330","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5361_2021",10.668,-0.92256034488775,NA,2,1,"unprotected"
"331","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5362_2019",15.8496,-1.37634403026672,"VIIS",0.5,1,"protected"
"332","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5362_2021",5.0292,-2.11403298644945,NA,2.5,1,"unprotected"
"333","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5363_2019",17.0688,-2.0306513775104,"VICRNM",0,0,"protected"
"334","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5363_2021",2.4384,-1.48060504059113,"VIIS",0,0,"protected"
"335","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5364_2019",26.5176,-1.13787300262141,NA,0,0,"unprotected"
"336","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5365_2019",2.5908,-0.621757184473272,"VIIS",4,1,"protected"
"337","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5366_2019",9.144,-1.4861146964021,"VIIS",0,0,"protected"
"338","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5366_2021",9.6012,-1.00443911865086,NA,0.5,1,"unprotected"
"339","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5367_2019",19.3548,-2.30258509299405,"VICRNM",0,0,"protected"
"340","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5368_2019",3.9624,0.00747201483870106,NA,3,1,"unprotected"
"341","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5370_2019",9.2964,-1.28644902615017,NA,0,0,"unprotected"
"342","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5371_2019",16.1544,-2.0306513775104,"VIIS",0,0,"protected"
"343","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5372_2019",20.8788,-2.15201223451467,"VIIS",0,0,"protected"
"344","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5372_2021",22.4028,-1.98413136187551,NA,0,0,"unprotected"
"345","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5373_2019",27.1272,-2.30258509299405,"VICRNM",0,0,"protected"
"346","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5373_2021",22.86,-0.184674322377552,NA,0,0,"unprotected"
"347","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5374_2021",6.4008,-1.93967959930468,NA,0,0,"unprotected"
"348","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5375_2019",26.5176,0.0283444730091426,"VIIS",7.5,1,"protected"
"349","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5376_2019",20.574,-1.70100510595959,"VICRNM",0,0,"protected"
"350","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5377_2019",17.6784,-1.6157075254477,NA,0,0,"unprotected"
"351","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5377_2021",18.5928,0.274691813194786,"VIIS",6,1,"protected"
"352","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5379_2019",25.908,-2.30258509299405,"VICRNM",0,0,"protected"
"353","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5380_2021",14.9352,-0.867500567704723,"VIIS",0.5,1,"protected"
"354","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5381_2021",8.8392,-1.99510039324608,"VIIS",0,0,"protected"
"355","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5383_2021",1.0668,-1.80941440446678,"VIIS",0,0,"protected"
"356","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5384_2019",16.6116,-0.954511944694353,NA,19.5,1,"unprotected"
"357","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5385_2019",2.7432,-0.421213465076304,"VIIS",1.5,1,"protected"
"358","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5386_2019",21.9456,-2.18480205733766,"VIIS",0.5,1,"protected"
"359","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5387_2019",18.1356,-1.64118661074868,"VICRNM",2.5,1,"protected"
"360","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5388_2019",23.7744,-1.93967959930468,"VICRNM",0,0,"protected"
"361","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5389_2019",16.002,-1.16315080980568,"VICRNM",7,1,"protected"
"362","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5390_2019",9.7536,-0.792967515842156,NA,0,0,"unprotected"
"363","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5391_2019",27.5844,-2.16718045598784,NA,0,0,"unprotected"
"364","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5392_2019",15.3924,-2.18480205733766,"VICRNM",0,0,"protected"
"365","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5393_2019",8.2296,-1.05339994584656,NA,2,1,"unprotected"
"366","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5393_2021",9.7536,-1.42711635564015,NA,4,1,"unprotected"
"367","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5394_2019",21.0312,-2.07944154167984,"VIIS",0,0,"protected"
"368","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5396_2019",26.67,-2.18480205733766,"VICRNM",0,0,"protected"
"369","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5397_2019",28.0416,-0.409567260441905,NA,16,1,"unprotected"
"370","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5397_2021",18.1356,-1.66073120682165,NA,7,1,"unprotected"
"371","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5398_2019",22.86,-1.87242737229551,"VIIS",0,0,"protected"
"372","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5398_2021",11.5824,-1.93967959930468,NA,2.5,1,"unprotected"
"373","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5399_2021",7.1628,-1.81707727721234,"VIIS",0,0,"protected"
"374","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5400_2021",24.5364,-0.85272925038441,NA,7,1,"unprotected"
"375","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5402_2019",7.9248,-2.20727491318972,NA,30,1,"unprotected"
"376","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5402_2021",23.4696,0.205386829724951,"VICRNM",1,1,"protected"
"377","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5403_2019",9.7536,-0.141419565473529,"VIIS",2.5,1,"protected"
"378","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5403_2021",19.6596,-1.25526609871349,NA,2.5,1,"unprotected"
"379","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5404_2019",18.288,-1.83258146374831,"VIIS",0,0,"protected"
"380","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5405_2021",17.8308,-1.667331890853,"VIIS",0.5,1,"protected"
"381","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5406_2019",17.526,-1.49165487677772,"VIIS",0,0,"protected"
"382","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5407_2019",15.3924,-1.09138844357879,NA,2.5,1,"unprotected"
"383","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5408_2019",12.0396,-0.495116330060811,NA,4.5,1,"unprotected"
"384","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5408_2021",27.5844,-2.30258509299405,NA,0,0,"unprotected"
"385","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5409_2019",6.858,-0.669919054440738,"VIIS",0.5,1,"protected"
"386","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5412_2019",10.8204,-1.16315080980568,"VIIS",0,0,"protected"
"387","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5413_2019",8.2296,-0.967584026261706,NA,0,0,"unprotected"
"388","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5414_2019",22.098,-1.18744350237473,NA,0,0,"unprotected"
"389","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5414_2021",20.1168,-0.130963264518813,NA,6.5,1,"unprotected"
"390","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5415_2019",8.382,-1.27564784103283,NA,0,0,"unprotected"
"391","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5416_2019",17.526,-1.98413136187551,"VIIS",0,0,"protected"
"392","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5416_2021",3.048,-1.03739960450012,NA,0,0,"unprotected"
"393","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5419_2021",6.858,-1.1239300966524,"VIIS",0,0,"protected"
"394","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5420_2019",18.288,-1.04270465672981,NA,4,1,"unprotected"
"395","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5420_2021",5.7912,-1.59086152686116,"VIIS",0,0,"protected"
"396","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5421_2019",25.4508,-1.98413136187551,"VIIS",0.5,1,"protected"
"397","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5423_2019",25.146,-2.18480205733766,"VIIS",0,0,"protected"
"398","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5423_2021",19.3548,-1.5582696258597,"VIIS",0,0,"protected"
"399","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5426_2019",3.2004,-2.07944154167984,NA,0,0,"unprotected"
"400","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5427_2019",24.6888,-2.04794287462046,"VICRNM",0,0,"protected"
"401","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5427_2021",3.9624,-0.25569902659873,NA,0,0,"unprotected"
"402","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5428_2021",22.5552,-1.91392710320226,"VIIS",0,0,"protected"
"403","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5429_2019",9.2964,-0.685675165721244,NA,0,0,"unprotected"
"404","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5430_2019",21.0312,-1.07880966137193,NA,2,1,"unprotected"
"405","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5431_2019",18.288,-0.519193873436507,NA,0,0,"unprotected"
"406","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5431_2021",9.4488,-0.442388462212762,NA,5.5,1,"unprotected"
"407","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5432_2019",12.0396,-0.913170604537911,NA,0,0,"unprotected"
"408","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5432_2021",6.096,-1.84042464120934,NA,0,0,"unprotected"
"409","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5433_2019",4.7244,-0.480053965099237,NA,0,0,"unprotected"
"410","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5434_2019",9.4488,-1.45886505395473,NA,25,1,"unprotected"
"411","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5435_2019",3.9624,-1.50959257746438,NA,0,0,"unprotected"
"412","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5435_2021",22.7076,-1.98413136187551,"VICRNM",0,0,"protected"
"413","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5436_2019",24.384,0.0198026272961797,NA,0,0,"unprotected"
"414","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5437_2019",27.1272,-1.89545470556682,NA,2.5,1,"unprotected"
"415","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5437_2021",17.6784,-1.49165487677772,NA,2.5,1,"unprotected"
